Created at,User,Tweet,ID,Number of Retweets,Number of likes,Source,Location
2022-10-08 12:36:32+00:00,rhaenyraMD,sdc’s matcha latte 🥺🫶🏻,1.57873E+18,0,0,Twitter for iPhone,ph
2022-10-08 12:31:19+00:00,manbunrryluvr,nvm i got a matcha latte but i forgot to say that i wanted it with oatmilk https://t.co/QLEcNO5kYh,1.57872E+18,0,1,Twitter for iPhone,harrys house
2022-10-08 12:25:43+00:00,AttyMS8,Matcha Latte Supremacy 💚💚💚💚,1.57872E+18,0,4,Twitter for iPhone,"Cebu City, Central Visayas"
2022-10-08 12:08:19+00:00,vlytjournal,i deserve matcha latte after exam!!,1.57872E+18,0,1,Twitter for Android,sadgirl era aq
2022-10-08 11:58:13+00:00,JoyceT5737,Fat Burning Vegan Matcha Latte + Two Must-Make Variations! https://t.co/v447DkQN5M,1.57872E+18,0,0,Twitter for iPad,
2022-10-08 11:50:43+00:00,befbefq,Today’s dinner: one glass of matcha latte https://t.co/JfNEitCKyO,1.57871E+18,0,0,Twitter for iPhone,ᴊᴀᴋᴇ’s🤍ʙᴀᴍʙɪ’s ㅡᴇɴꜰᴘ✨ᴏᴏ’s
2022-10-08 11:25:03+00:00,Cardio_Bio_TV,"My Favorite Products ***** Products from @cardio.bio.tv 🛒web site👇
https://t.co/KAlfag5PU2  
▶ Instagram @cardio.bi… https://t.co/oXkG9uFpZh",1.57871E+18,0,0,Postify1,Guatemala
2022-10-08 11:22:09+00:00,spillthecofee,"Day 3 ☀️ 
🥢 Daily Fix - Big Breakfast &amp; Matcha Latte 
🥢 The Curious Bakers - Choux Pastry 
🥢 Patma’s Cafe - Egg San… https://t.co/7FO31Ve11W",1.57871E+18,0,7,Twitter for iPhone,Malaysia
2022-10-08 11:09:28+00:00,_riechann__,@TearsofThemisEN I want to go to hoyofest ID and choose vyn's set meal! because I like spaghetti carbonara and matc… https://t.co/roTnUwy9p7,1.5787E+18,0,0,Twitter Web App,Twitter
2022-10-08 11:03:51+00:00,antisocialphase,"i kinda wanna try matcha latte, is it yummy though🫥",1.5787E+18,0,0,Twitter for iPhone,
2022-10-08 11:01:47+00:00,FBMangelen2,Distressing with a big cup of matcha latte,1.5787E+18,0,0,Twitter for iPhone,
2022-10-08 10:57:41+00:00,222VeganCuisine,Oat matcha latte:) #vegan #veganfood #veganlife #plantbased #dairyfree #glutenfree https://t.co/Wm7DhCFLIp,1.5787E+18,0,0,Instagram,London
2022-10-08 10:48:36+00:00,meguwaii,should've ordered matcha latte damn,1.5787E+18,0,0,Twitter for Android,she her 
2022-10-08 10:38:53+00:00,gouttedecerise,@poisonedkitten seriously… like matcha/coffee/chai latte &gt;&gt;&gt;&gt; regular meal id spend all my calories on warm drinks omfg,1.5787E+18,0,4,Twitter for iPhone,19 • edtwt • 91.2lbs
2022-10-08 10:28:46+00:00,mirabilos,"First time I had american pancakes. The coffee and matcha latte were great! #catpucchino #30ml

Now onwards to the… https://t.co/M1enJLZWgM",1.57869E+18,0,5,Twitter Web App,🇪🇺 Eifel-Ardennen
2022-10-08 09:45:16+00:00,xnzyyx,"@notyourbulan_ lepasni kita mental sama sama. pls try my all time fav! 
ice matcha latte with soy milk, sweet/vanil… https://t.co/ecZXf7GYuw",1.57868E+18,0,1,Twitter for iPhone,
2022-10-08 09:43:50+00:00,adeia_,and here comes the palpitations. oh sweet life. not getting matcha latte there again,1.57868E+18,0,0,Twitter Web App,away
2022-10-08 09:30:42+00:00,addylyda_,ack i miss my homemade matcha latte :((,1.57868E+18,0,0,Twitter Web App,best cockroach slayer 🩴
2022-10-08 09:20:44+00:00,adeia_,"also, did they add coffee to my matcha latte or what? cause im feeling an acid reflux here, which doesn't usually h… https://t.co/9YXdtdk5Nh",1.57868E+18,0,0,Twitter for Android,away
2022-10-08 09:02:07+00:00,__avys,Goya matcha latte tastes soooo good 😭😭😭 never knew i needed an almond covered in green tea matcha until now,1.57867E+18,0,0,Twitter for Android,♍🌷🥀
2022-10-08 08:36:38+00:00,addarazali,"📍 Today’s by Dalton 

the original croffle is so tasty! 
#myfirsttimetryingthough 

love the matcha latte + oat mil… https://t.co/CZPWwm5STs",1.57867E+18,0,0,Twitter for iPhone,Tower of God
2022-10-08 08:34:56+00:00,Chavergara18,Ughhhh The feeling that a matcha latte can give to me whenever I am drinking it is soooo incomparable,1.57867E+18,0,0,Twitter for Android,
2022-10-08 08:07:53+00:00,cakeike,i remember when i pesen chocolatos matcha latte di warung belakang kampus and then i “yey minum matcha latte lagiii… https://t.co/2WDVZXWKLp,1.57866E+18,0,0,Twitter for iPhone,
2022-10-08 08:01:54+00:00,lta_kevin,"Matcha coffee Latte
yay https://t.co/B869LQoRCg",1.57866E+18,0,1,Twitter for Android,
2022-10-08 07:58:02+00:00,jwshafiq,start your day with a matcha latte 💗 https://t.co/41wbpeHyik… https://t.co/wRy5HvNeAx,1.57866E+18,0,0,Twitter for Android,
2022-10-08 07:47:26+00:00,Fathpie,The best matcha ever!! Viet-cha latte by zus coffee sangat sedap ya 🥰🥰 https://t.co/NgAuwnhFWl,1.57865E+18,0,0,Twitter for iPhone,
2022-10-08 07:42:58+00:00,filesmorax,hakhaks i love iced shaken matcha latte,1.57865E+18,0,1,Twitter for Android,icon: @ujugn                  
2022-10-08 07:38:58+00:00,Kay_Bai,Sedap betul hot matcha latte + caramel drizzle Gigi Coffee ni 😭,1.57865E+18,0,0,Twitter for iPhone,Kuala Lumpur
2022-10-08 07:29:35+00:00,feeyabenz,okay so because of this I tried a matcha latte yesterday and it was terrible sorry I really tried 😐 https://t.co/7hgVUB0pk1,1.57865E+18,0,1,Twitter for iPhone,Amsterdam
2022-10-08 07:24:50+00:00,danidraft,"okay, my ice matcha latte arrived and i'm all set up to see my pretty 7 boys delivering at the red carpet",1.57865E+18,0,0,Twitter for iPhone,she/her
2022-10-08 07:19:16+00:00,reneazodnem,just ordered iced green tea matcha latte ♡ https://t.co/R2n5c4isjc,1.57865E+18,0,0,Twitter for Android,JUJUTSU KAISEN & ITZY 
2022-10-08 07:04:24+00:00,MrDonovanPKing,"@VyneTTV I have to keep a charger on me, so I get this. Chilling in a shop and drinking a matcha tea latte while charging rn.",1.57864E+18,0,0,Twitter for Android,"Florida, USA"
2022-10-08 06:53:41+00:00,man_n_nam,I get it now why they gib me plain matcha latte,1.57864E+18,0,0,Twitter for iPhone,🕊|🖋|🎧|🔮|🎭|🐰| 홋른 전슈+@
2022-10-08 06:39:12+00:00,Eye_Key_Uh,I really wish Starbucks was open late cause a matcha latte would hit right now,1.57864E+18,0,0,Twitterrific for iOS,Baltimore✈️Somewhere In NC
2022-10-08 06:29:26+00:00,VielaE776,@TearsofThemisEN I’d love to go to the sg one to have Marius’ pancakes and Vyn’s Matcha Latte since they’re both my… https://t.co/KToCwkr7jC,1.57863E+18,0,1,Twitter for iPhone,
2022-10-08 06:26:40+00:00,OTpamore,"i just wanna sleep all day!!! Grabe 5am nako naka sleep, 2 cups of matcha latte and jasmine tea. Kamusta jud",1.57863E+18,0,0,Twitter for iPhone,
2022-10-08 06:26:16+00:00,ana_3142,"@aishozu Sorry Meme, it's matcha latte 😔
Dah bosan minum frappucinno 😂",1.57863E+18,0,1,Twitter for Android,Personal suno tan acc!
2022-10-08 06:24:41+00:00,indospo,@thinwhim i get the matcha frappucino or latte (depending on my mood) with skim milk and artificial sweetener,1.57863E+18,0,0,Twitter for iPhone,sw: 178 cw: 120 ugw: 95
2022-10-08 05:54:52+00:00,US_Dhuga,@chiefofstuffs Some people would like one to defund the police and set up community initiatives. I’m sure someone f… https://t.co/GvCAQzSxQG,1.57862E+18,0,0,Twitter for iPhone,Toronto
2022-10-08 05:44:35+00:00,danieldlr06,"currently having a 16oz matcha latte, a slice of cheese cake and a cookie 
pray i dont die from diarrhea 🙏🙏",1.57862E+18,0,1,Twitter for iPhone,with your momma
2022-10-08 05:38:45+00:00,Banananabelle,"had a dirty matcha latte at 7pm, i'm as awake as i should be at 1:38 in the afternoon.",1.57862E+18,0,0,Twitter Web App,New York
2022-10-08 05:23:07+00:00,AravinthVellin1,"Creamy chicken folded with iced matcha latte, love this combination
#NFT https://t.co/c54IYkMyMj",1.57862E+18,0,2,Twitter for Android,Singapore
2022-10-08 05:19:19+00:00,Grimking85,@buttonhill Hmmmm tea sounds good. I was gonna pince the wifes caramelised hazelnut latte stuff but i do have some… https://t.co/AXAE8n2CUZ,1.57862E+18,0,1,Twitter for Android,England
2022-10-08 05:18:51+00:00,bestunkle,nak matcha latte w some espresso shots pls,1.57862E+18,0,0,Twitter for iPhone,bitch club
2022-10-08 05:04:39+00:00,jaemsreaadd,plant-based matcha latte &gt;&gt;&gt;,1.57861E+18,0,0,Twitter for iPhone,she/her • 20+
2022-10-08 05:01:38+00:00,RealSunBros,"Trading using #bitcoin at MyEspresso.

The owner bought SunBros Steak using Bitcoin.

We bought his Ice Matcha Latt… https://t.co/zX72ctXri2",1.57861E+18,17,53,Twitter for Android,kmss
2022-10-08 04:55:44+00:00,SQpiikaa,"@TearsofThemisEN Flippers @ SG, Vyn's meal of pancakes w avocado and salmon with matcha latte. Savory and sweet!",1.57861E+18,0,0,Twitter Web App,
2022-10-08 04:45:07+00:00,curryayammm,Zus vietnamese matcha latte is out of stock https://t.co/VNFSOCPCS4,1.57861E+18,0,0,Twitter for Android,
2022-10-08 04:44:31+00:00,kombuchacomrade,was supposed to study at a cafe with a friend this morning but shes at home hung over and im here sipping on my sil… https://t.co/vCQK3jD3ed,1.57861E+18,0,1,Twitter Web App,"Seoul, Republic of Korea"
2022-10-08 04:39:11+00:00,aehirai,i have to stop buying drinks for real because why did i dream of my friend buying me a matcha latte with oat milk i… https://t.co/4frqL3GZLj,1.57861E+18,0,0,Twitter for Android,she 18 fil
2022-10-08 04:39:03+00:00,Me_NatashaT,@TearsofThemisEN I’m planning to go to the ID cafe and I’d love to have the Vyn set (Spaghetti Carbonara and Matcha Latte) 💕,1.57861E+18,0,0,Twitter for iPhone,
2022-10-08 04:38:23+00:00,popcornfart417,one of my clients brought me a strawberry matcha latte and another left a message to say they were excited to see m… https://t.co/7k90vigReL,1.57861E+18,0,4,Twitter for iPhone,SF
2022-10-08 04:29:26+00:00,eyeseeyou706,Made a matcha latte 🤗,1.5786E+18,0,0,Twitter Web App,Walking Bella
2022-10-08 04:23:53+00:00,skyNaster,I cannot consume coffee after I start working due of stress and if I consume coffee it will be a nightmare for me.… https://t.co/sZRFudhIBP,1.5786E+18,0,0,Twitter for Android,
2022-10-08 04:18:40+00:00,j_i_o_,mo one actually cares about your matcha latte,1.5786E+18,0,1,Twitter for iPhone,
2022-10-08 04:17:32+00:00,elmosfriendd,@TearsofThemisEN i'm def going to the hoyofest cafe in sg hehe!! i'll def get luke's maple butter pancake and vyn's matcha latte 🧡💚,1.5786E+18,0,0,Twitter for iPhone,
2022-10-08 04:11:35+00:00,yinyangelina,avocado toast and an iced matcha latte 🤝,1.5786E+18,0,5,Twitter for iPhone,"Los Angeles, CA"
2022-10-08 04:04:01+00:00,wonyorie,need a matcha latte so i can stay sane,1.5786E+18,0,2,Twitter for iPhone,☆ she/her 18
2022-10-08 03:57:55+00:00,jetIggd,@sanecentral get a iced matcha latte with soy or oat milk with brown sugar syrup 💯,1.5786E+18,0,1,Twitter for iPhone,h/t
2022-10-08 03:54:06+00:00,scrimpp,"@dweebs_r_us pink drink, caramel macchiato, matcha latte, iced white mocha, and dragon fruit refresher with lemonade",1.57859E+18,1,5,Twitter for iPhone,19
2022-10-08 03:45:22+00:00,Idiotic_Shrimp,"@pluto_is_here I dont really have one!! My style is a mash of literally everything :)

No, only in very dire circum… https://t.co/GHOTSMEzhC",1.57859E+18,0,1,Twitter for iPhone,hopefully 6 feet under
2022-10-08 03:30:40+00:00,neekoiii,@TearsofThemisEN Will definitely be dropping by the PH Cafe again like last year! Excited to try Marius' set especi… https://t.co/Lke52pGMId,1.57859E+18,0,0,Twitter for Android,
2022-10-08 03:23:46+00:00,Iggy__TG,I want to be the third in a matcha latte and pink drink couple,1.57859E+18,0,2,Twitter for iPhone,𓆏 22 | he/him | tamil 𓆏 
2022-10-08 03:19:26+00:00,hnnzhraaa,"As always, matcha latte on saturday https://t.co/5c06asN7d6",1.57859E+18,0,2,Twitter for Android,
2022-10-08 03:14:04+00:00,RNSWStewards,"COT @royalrandwick 
R7 #6 Matcha Latte - If begins well, option to settle further forward",1.57858E+18,0,0,Twitter Web App,Sydney NSW
2022-10-08 02:48:21+00:00,curryayammm,NOOOOOOOO VIETNAMESE MATCHA LATTE ZUS ANYMORE?!??!?!!?,1.57858E+18,0,0,Twitter for Android,
2022-10-08 02:39:49+00:00,endthedaydream,.@heartsantidote anyway lemme get an iced matcha latte with oat milk pls,1.57858E+18,0,0,Twitter for iPhone,they/them / no petnames 
2022-10-08 02:25:03+00:00,Cardio_Bio_TV,"My Favorite Products ***** Products from @cardio.bio.tv 🛒web site👇
https://t.co/KAlfagnriC  
▶ Instagram @cardio.bi… https://t.co/2nkoJmPI5b",1.57857E+18,1,0,Postify1,Guatemala
2022-10-08 02:23:24+00:00,45kgzz,"🎃day 7 // oct 7🎃
weight: 151.0lbs
intake for day:
  •iced matcha latte: 280cals
  •skinny pop: 112cals
  •bbq chick… https://t.co/HXIQOSWXSb",1.57857E+18,0,0,Twitter for Android,🌙they/she🌙
2022-10-08 02:18:04+00:00,fuckkarls,making a matcha latte 🤎 so i can way h one piece 😻,1.57857E+18,0,0,Twitter for iPhone,IL
2022-10-08 02:11:26+00:00,HannahDegelio,Libre moko venti matcha iced latte thanks @cuppkaye,1.57857E+18,0,0,Twitter for iPhone,Ph
2022-10-08 01:54:25+00:00,wantbeagoodgirl,gimme hot matcha latte rn pliz,1.57856E+18,0,2,Twitter for Android,v
2022-10-08 01:36:17+00:00,sulkysuz,i made a little matcha latte and i Perhaps might play a little Vibeo Gam,1.57856E+18,0,2,Twitter for iPhone,they/he/neo/any pronouns 25
2022-10-08 01:25:56+00:00,miuluvy,matcha oatmilk latte https://t.co/ezojJCsxuM,1.57856E+18,0,10,Twitter for iPhone,"ꔫ:*fifteen ° 𐐪𐑂 
⊹༝̩̩̥͙ she/her ♩♬
 ✿❀ sgp﹐♡̲  "
2022-10-08 01:22:04+00:00,retrofuturish,bc a blue matcha latte w black boba would be cute.. or any other blue flavor? i love banana but ik it’s not a big crowd pleaser 😭,1.57856E+18,0,0,Twitter for iPhone,vee / 22 / black
2022-10-08 01:14:51+00:00,euthymvia,i wanted to treat myself because i feel like shit so i ordered a matcha latte on the sbx app and for whatever reaso… https://t.co/hNsno4s43i,1.57855E+18,0,0,Twitter for iPhone,inazuma
2022-10-08 00:45:18+00:00,BRUJAEDA,suddenly have the urge to make an iced matcha latte with boba and strawberry puree https://t.co/7EfIlpAuRV,1.57855E+18,0,9,Twitter for iPhone,alondra/lonnie - she/her - 23
2022-10-08 00:45:03+00:00,crooksmanager,@dramani___ Ginny drinking a matcha latte is so bisexual of her 🥰,1.57855E+18,0,9,Twitter for iPhone,"she/they || 23, nsfw 18+ mdni "
2022-10-08 00:37:44+00:00,rcsofficial,@VictorTirona chiming in just to say i super agree. @cbtlph matcha latte is 💯,1.57855E+18,0,0,Twitter for iPhone,Republic of the Philippines
2022-10-08 00:25:08+00:00,beescozyplace,"ive only eaten a small cup of yogurt and granola, a piece of chocolate wafer sticks, like 5 pringles and a cup of i… https://t.co/Ya1w98XYG7",1.57854E+18,0,3,Twitter Web App,
2022-10-08 00:14:51+00:00,dramani___,"""So no. What's the hold up? He is hot, you're hot, you've been on 3 dates! Just bang!"" Ginny nonchalantly said as s… https://t.co/eXRt6U6QrT",1.57854E+18,0,38,Twitter Web App,26 | she/her | NSFW
2022-10-07 23:45:55+00:00,savagejames7,@NickAdamsinUSA What coffee shop were you in? Just grabbing your soy matcha latte cold foam?,1.57853E+18,0,2,Twitter for iPhone,Probable future hellscape.
2022-10-07 23:42:45+00:00,Bri_Lievable_,Omg I haven’t had a Matcha Latte in so long! I def need to hit the boba spot and get one!,1.57853E+18,0,0,Twitter for iPhone,Barbie World
2022-10-07 23:27:57+00:00,betty_m2903,Idk if im late but imma need my starbucks girlies who love matcha and boba to go order a iced matcha latte with 2 p… https://t.co/vu5z74uSWZ,1.57853E+18,0,1,Twitter for iPhone,
2022-10-07 23:19:40+00:00,yassbombs,@YooaBoA at first i got a matcha tea latte cus the worker said it tasted grassy and i love nasty vegetable stuff bu… https://t.co/E8a9FDCTZx,1.57853E+18,0,1,Twitter for iPhone,ifb
2022-10-07 23:15:12+00:00,IMae_Lovely,Yogurt Bowl and Matcha Latte - 128 for both https://t.co/BsIqP9lzjQ,1.57852E+18,0,3,Twitter for iPhone,BMI 16.9
2022-10-07 23:05:49+00:00,demonlordiri,Matcha latte pound cake 🍵 🍰 https://t.co/mSKGQSZtuc,1.57852E+18,0,3,Twitter for iPhone,
2022-10-07 22:50:52+00:00,Ultima__Knight,Matcha Latte and whatever the hell this food item is 😍 https://t.co/jA8jZKgnQa,1.57852E+18,0,0,Twitter for Android,"NSW, AU"
2022-10-07 22:47:33+00:00,akunniamatata,@itszaeok enough to cover a matcha latte WITH the oat milk ok!!!,1.57852E+18,0,0,Twitter for iPhone,"Los Angeles, CA"
2022-10-07 22:32:43+00:00,LUCKMUTANTS,"stretches. and it’s time for a nice, matcha latte.",1.57851E+18,0,0,Twitter for iPhone,☾*️@DUALKATANAS. 
2022-10-07 22:20:49+00:00,brittneytran01,Let my coworker who’s a coffee drinker try my matcha latte from Starbucks for the first time and SHE LOVED IT. Matcha girlies 🫶🏼💚,1.57851E+18,0,2,Twitter for iPhone,
2022-10-07 22:12:15+00:00,DEClDEWES10,got starbucks again today matcha latte w pumpkin cold foam is SO GOOD THABKS WESTO N,1.57851E+18,0,0,Twitter for iPhone,he/him | 19 | carrd byf!
2022-10-07 22:03:29+00:00,throwurgut5,i got the matcha tea latte :) i gave half to my brother and he rlly liked it https://t.co/UisBEAZE6G,1.57851E+18,0,2,Twitter for iPhone,≪ edtwt   18    he / they ≫
2022-10-07 22:02:16+00:00,jackandlorde,genuinely sorry for anyone who hasn’t had a matcha latte made by me https://t.co/bU8uKvtbsm,1.57851E+18,0,1,Twitter for iPhone,"Brooklyn, NY"
2022-10-07 21:56:20+00:00,eswarpr,@bayareawriter Matcha green tea latte did the trick here,1.5785E+18,0,1,Twitter Web App,"Mountain View, CA"
2022-10-07 21:54:25+00:00,clonazepilled,@fairycakegirl had an irl complain that she ‘only had three dumplings’ and a matcha latte around dinnertime. i thin… https://t.co/xk3Udyp6Nj,1.5785E+18,0,26,Twitter for iPhone,18 shethey taiwanese
2022-10-07 21:30:35+00:00,_magdaturowska,@drowning_kal @sylveemhm iced matcha latte with pumpkin cold foam,1.5785E+18,0,1,Twitter for iPhone,"any pronouns, 17"
2022-10-07 21:25:15+00:00,0mololola,"I usually get the latte but’ve been considering the americano lately. I like it without ice, but sometimes the latt… https://t.co/uynuJ2Hh2w",1.5785E+18,0,0,Twitter Web App,🦋
2022-10-07 21:24:25+00:00,a_3lya2,Watching Netflix and sipping matcha latte on my favorite couch is my new weekend plan https://t.co/6AVFxPWMg2,1.5785E+18,0,1,Twitter for iPhone,
2022-10-07 21:15:42+00:00,african_laylay,@ThegirlJT Iced matcha latte 3 pumps sugar free vanilla 4 pumps toffee nut made with oatmilk,1.57849E+18,0,0,Twitter for iPhone,
2022-10-07 21:15:00+00:00,racing_nsw,There'll be no concerns about the heavy track for Expat in The Nivison. Catch up with Tom Sherry about her and Matc… https://t.co/NpezdvcozG,1.57849E+18,1,0,TweetDeck,"Sydney, NSW"
2022-10-07 21:07:45+00:00,whatsarieating,matcha latte again made by the bf w a pump of pumpkin spice in it 🤸🙏 https://t.co/GwpwhTUHx7,1.57849E+18,0,4,Twitter for Android,19 • He/Him
2022-10-07 21:05:23+00:00,MyAriesVenus,"My bf asked me what I wanted from starbucks. I said.. 

-grande matcha latte w coconut milk, 2 pumps of chai &amp; pumk… https://t.co/JrMbEYgRnN",1.57849E+18,0,1,Twitter for iPhone,
2022-10-07 20:49:15+00:00,0807mashi,y’all couldn’t make a normal like matcha latte or smn https://t.co/ZpaS9REiuw,1.57849E+18,0,1,Twitter for iPhone,RCBYF. . ♡ 22 ♥︎ she/her
2022-10-07 20:45:42+00:00,bobby_on_mars,"Yeah boss lemme get a 12oz matcha latte, rope on the side, thanks (applying to academic jobs but not gonna kms gonn… https://t.co/J0w7jjxmQG",1.57849E+18,0,1,Twitter for iPhone,Online
2022-10-07 20:32:51+00:00,mitskylor,hice matcha latte,1.57848E+18,0,0,Twitter for Android,⚢
2022-10-07 20:31:30+00:00,StormTaylor_,"@ThegirlJT iced matcha latte, oat milk, 2 pumps of chai, 2 pumps brown sugar, vanilla cold foam OR iced chai tea la… https://t.co/22wEp8A31p",1.57848E+18,0,0,Twitter for iPhone,"Charlotte, NC"
2022-10-07 20:11:12+00:00,Sliceofaz,Late night noodles + cinnamon  matcha latte to accompany me work. Not a recommended combo but both very delicious o… https://t.co/s8f4H7CNAY,1.57848E+18,0,0,Twitter Web App,The desert
2022-10-07 20:08:10+00:00,milliealtz,4am still awake — regretting that matcha latte i had mid afternoon 😭,1.57848E+18,0,2,Twitter for iPhone,
2022-10-07 20:03:26+00:00,itnotmackenzie,"@queenzucchini a good thing is that im about to make a matcha latte, debating if i want to add boba or not haha. an… https://t.co/M8EvC7exvL",1.57848E+18,0,1,Twitter Web App,las vegas baby
2022-10-07 20:02:48+00:00,felilili__,"i need to sleep but I can’t 

Not sure it was the winter melon tea or matcha latte or what???? 

https://t.co/VWYm8IGasC",1.57848E+18,0,0,Twitter for iPhone,
2022-10-07 19:53:09+00:00,luminous_peak,@smkeyboards matcha latte do heavy lifting always. I bet it sounds GREAT.,1.57847E+18,0,0,Twitter Web App,A Hidden Pocket Realm near you
2022-10-07 19:45:35+00:00,smkeyboards,"@luminous_peak fr4 plate, 1 layer case foam, matcha latte switches (which carry the build)",1.57847E+18,0,1,Twitter Web App,United States
2022-10-07 19:29:48+00:00,pudgy_puk,i think my favorite part of the day is the part where i walk to a cafe and convert one iced matcha latte into 500-1000 words of fiction.,1.57847E+18,0,5,Twitter for iPhone,
2022-10-07 19:21:57+00:00,kappanuki,Boba tea 🧋 and Matcha latte 🍵are sold! ✨ https://t.co/Wptkaq5fVW,1.57847E+18,0,8,Twitter Web App,She/They
2022-10-07 19:18:38+00:00,user2947204720,strawberry matcha latte w/ oat milk pls,1.57846E+18,0,0,Twitter for iPhone,♱
2022-10-07 19:09:05+00:00,ambercme23,@DolceDyamond Go to urth cafe and have a matcha latte 🔥,1.57846E+18,0,0,Twitter for iPhone,"Los Angeles, CA"
2022-10-07 19:06:13+00:00,WAM_JR2,Dunkin has lost my trust. Ordered a iced matcha latte and it just taste like milk ☹️,1.57846E+18,0,0,Twitter for iPhone,"Miami, FL"
2022-10-07 18:59:09+00:00,immoniquerenee,Woke up this morning and decided to take a walk instead of driving to get my matcha latte …,1.57846E+18,0,3,Twitter for iPhone,"Hermosa Beach, CA"
2022-10-07 18:51:34+00:00,luvtmrwxtgt,dunkin rewards taking away my free large iced matcha latte https://t.co/nu24csOiq8,1.57846E+18,0,1,Twitter for iPhone,19 (she/they)
2022-10-07 18:47:42+00:00,WhittBarbiee,@Maeganxo_ I’ve been addicted to the matcha tea latte. My Bonus daughter put me on recently and I have been getting them everyday 😩😩😩,1.57846E+18,0,0,Twitter for iPhone,"Atlanta, GA"
2022-10-07 18:40:14+00:00,kaithegremdroid,"So like scrying with your matcha latte foam is technically a tea reading, right? 🍵",1.57846E+18,0,1,Twitter for iPhone,Canada
2022-10-07 18:36:19+00:00,genbrainrot,@kittyanfei its never too hot for a matcha latte,1.57845E+18,0,1,Twitter for iPhone,| 25 |
2022-10-07 18:18:55+00:00,Jinxurself_,I just had the best matcha latte I’ve had in a long ass time.,1.57845E+18,0,0,Twitter for iPhone,
2022-10-07 18:14:33+00:00,haechanomega,I have a matcha latte in hand,1.57845E+18,0,1,Twitter for iPhone,
2022-10-07 18:07:33+00:00,kelseynswanson,Sipping a matcha latte in an LA Diner. Who am I?!,1.57845E+18,0,3,Twitter for iPhone,
2022-10-07 18:00:50+00:00,maaaribellla,Want a matcha latte,1.57845E+18,0,0,Twitter for iPhone,SFV
2022-10-07 18:00:01+00:00,lauratermini,Preparemos Matcha green latte 👉 https://t.co/lIR6ZkIxav #teatime,1.57845E+18,0,0,Twitter Web App,"Miami, FL"
2022-10-07 17:54:46+00:00,analgesicks,@defparadoxx because i can and no one was stopping me and the matcha latte was literally screaming for me to drink it 😩 twas worth it 👌,1.57844E+18,0,0,Twitter for Android,oa . rcbyf . n/sfw
2022-10-07 17:49:27+00:00,analgesicks,@defparadoxx the matcha latte i drank last minute's kinda taking its toll on me 😌,1.57844E+18,0,0,Twitter for Android,oa . rcbyf . n/sfw
2022-10-07 17:48:21+00:00,ZarunaM,Maybe this time no choc chips but i’m a ~home made matcha latte~ person now.,1.57844E+18,0,0,ZARINA BOT 3003,
2022-10-07 17:48:01+00:00,soleftcoast,i was supposed to get up and go to the coffee shop but i don’t feel like moving.. i need a matcha latte tho!,1.57844E+18,0,0,Twitter for iPhone,"Los Angeles, CA"
2022-10-07 17:37:58+00:00,lexibo0o,matcha latte* but yes! coming soon! https://t.co/diS1c4Vf9D,1.57844E+18,0,1,Twitter for iPhone,
2022-10-07 17:30:37+00:00,RyanLewisRacing,"Todays inane interaction - “Can I have a decaf, oat milk matcha latte?” “We don’t have decaf Matcha” (this was then… https://t.co/unqF2EckZ2",1.57844E+18,0,2,Twitter for iPhone,Indianapolis Via England 
2022-10-07 17:25:04+00:00,Cardio_Bio_TV,"My Favorite Products ***** Products from @cardio.bio.tv 🛒web site👇
https://t.co/KAlfagnriC  
▶ Instagram @cardio.bi… https://t.co/7YdwLo6hsi",1.57844E+18,1,0,Postify1,Guatemala
2022-10-07 17:11:33+00:00,4cashewbutter,what if i make a matcha pumpkin spice latte,1.57843E+18,0,2,Twitter for iPhone,
2022-10-07 17:05:04+00:00,ariannafdoee,my pussy creams for a matcha iced latte,1.57843E+18,0,7,Twitter for iPhone,norwalk 
2022-10-07 17:04:30+00:00,macaIoz,@sakkuragf Probably small matcha latte,1.57843E+18,0,1,Twitter for iPhone,he/him 16
